Country,EdLevel,YearsCodePro,Salary
Germany,Post grad,25.0,64444.0
Denmark,Less than a Bachelor’s degree,32.0,93601.0
Austria,Master’s degree,8.0,187961.0
France,Master’s degree,6.0,61222.0
United States of America,Bachelor’s degree,5.0,117000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,9.0,89172.0
Norway,Bachelor’s degree,4.0,77213.0
Germany,Less than a Bachelor’s degree,6.0,69814.0
India,Bachelor’s degree,1.0,13758.0
Brazil,Bachelor’s degree,10.0,13054.0
United States of America,Bachelor’s degree,12.0,100000.0
Belgium,Bachelor’s degree,9.0,42962.0
South Africa,Master’s degree,3.0,29057.0
United States of America,Bachelor’s degree,4.0,170000.0
United States of America,Less than a Bachelor’s degree,12.0,130000.0
United States of America,Bachelor’s degree,32.0,150000.0
United States of America,Bachelor’s degree,18.0,230000.0
United States of America,Bachelor’s degree,1.0,110000.0
Norway,Less than a Bachelor’s degree,6.0,84232.0
Switzerland,Bachelor’s degree,15.0,153198.0
Poland,Bachelor’s degree,13.0,89087.0
United States of America,Bachelor’s degree,18.0,172000.0
United States of America,Bachelor’s degree,5.0,70000.0
Brazil,Bachelor’s degree,17.0,51284.0
Portugal,Bachelor’s degree,6.0,52629.0
United Kingdom of Great Britain and Northern Ireland,Post grad,23.0,105732.0
Canada,Bachelor’s degree,26.0,181732.0
United States of America,Bachelor’s degree,20.0,182000.0
United States of America,Master’s degree,6.0,125000.0
Pakistan,Less than a Bachelor’s degree,5.0,10767.0
Denmark,Master’s degree,4.0,57601.0
Brazil,Bachelor’s degree,10.0,30024.0
Poland,Bachelor’s degree,2.0,29696.0
United States of America,Bachelor’s degree,8.0,189222.0
Spain,Master’s degree,9.0,55851.0
United States of America,Master’s degree,7.0,250000.0
Austria,Master’s degree,3.0,77873.0
Germany,Master’s degree,12.0,128887.0
Ukraine,Master’s degree,8.0,100000.0
Canada,Bachelor’s degree,3.0,47763.0
United States of America,Bachelor’s degree,31.0,200000.0
Canada,Master’s degree,25.0,106132.0
Czech Republic,Master’s degree,10.0,40134.0
Switzerland,Less than a Bachelor’s degree,19.0,104732.0
United States of America,Bachelor’s degree,18.0,230000.0
Canada,Less than a Bachelor’s degree,6.0,116309.0
Spain,Bachelor’s degree,23.0,69814.0
United States of America,Master’s degree,8.0,122000.0
United States of America,Less than a Bachelor’s degree,32.0,200000.0
Brazil,Bachelor’s degree,4.0,17903.0
United States of America,Bachelor’s degree,2.0,67000.0
United States of America,Bachelor’s degree,3.0,95000.0
Spain,Less than a Bachelor’s degree,19.0,57999.0
United States of America,Bachelor’s degree,7.0,208000.0
United States of America,Master’s degree,9.0,162000.0
United States of America,Bachelor’s degree,5.0,115000.0
France,Master’s degree,5.0,46185.0
Australia,Less than a Bachelor’s degree,10.0,115615.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,35.0,58598.0
United States of America,Bachelor’s degree,3.0,200000.0
United States of America,Bachelor’s degree,26.0,90000.0
United States of America,Master’s degree,7.0,105000.0
Brazil,Master’s degree,12.0,32635.0
United Kingdom of Great Britain and Northern Ireland,Post grad,18.0,95541.0
Germany,Post grad,14.0,81629.0
United States of America,Bachelor’s degree,5.0,150000.0
New Zealand,Bachelor’s degree,2.0,48489.0
United States of America,Master’s degree,3.0,145000.0
Poland,Bachelor’s degree,6.0,63549.0
Italy,Less than a Bachelor’s degree,2.0,26852.0
United States of America,Bachelor’s degree,10.0,222500.0
United States of America,Bachelor’s degree,12.0,70000.0
Australia,Master’s degree,5.0,132132.0
Spain,Bachelor’s degree,15.0,24489.0
Turkey,Bachelor’s degree,21.0,46370.0
United States of America,Post grad,30.0,133000.0
Finland,Bachelor’s degree,14.0,80555.0
United States of America,Less than a Bachelor’s degree,5.0,72000.0
Germany,Master’s degree,6.0,53703.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,127388.0
United States of America,Master’s degree,12.0,80000.0
United States of America,Bachelor’s degree,5.0,120000.0
United States of America,Master’s degree,42.0,136000.0
United States of America,Bachelor’s degree,3.0,77000.0
Germany,Less than a Bachelor’s degree,5.0,69814.0
United States of America,Bachelor’s degree,10.0,80000.0
Canada,Bachelor’s degree,3.0,85051.0
Germany,Less than a Bachelor’s degree,4.0,53703.0
Brazil,Less than a Bachelor’s degree,3.0,13054.0
United States of America,Bachelor’s degree,6.0,75000.0
United States of America,Bachelor’s degree,8.0,105000.0
Canada,Less than a Bachelor’s degree,0.5,34166.0
Ukraine,Master’s degree,11.0,63600.0
Ukraine,Bachelor’s degree,6.0,37026.0
Germany,Master’s degree,5.0,69814.0
United States of America,Less than a Bachelor’s degree,1.0,45000.0
United States of America,Bachelor’s degree,9.0,210000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,40764.0
France,Master’s degree,5.0,41888.0
United States of America,Bachelor’s degree,10.0,160000.0
Canada,Less than a Bachelor’s degree,0.5,24716.0
United States of America,Bachelor’s degree,8.0,174000.0
United States of America,Less than a Bachelor’s degree,6.0,80123.0
France,Master’s degree,4.0,48333.0
Canada,Master’s degree,10.0,130847.0
Canada,Less than a Bachelor’s degree,30.0,215000.0
Ireland,Post grad,20.0,128887.0
United States of America,Bachelor’s degree,4.0,120000.0
Israel,Less than a Bachelor’s degree,3.0,42095.0
Netherlands,Bachelor’s degree,7.0,98814.0
Germany,Master’s degree,18.0,111702.0
United States of America,Bachelor’s degree,5.0,99500.0
Germany,Bachelor’s degree,9.0,75184.0
Germany,Post grad,16.0,73036.0
United States of America,Bachelor’s degree,24.0,250000.0
Israel,Less than a Bachelor’s degree,3.0,71238.0
Australia,Master’s degree,15.0,132132.0
Ukraine,Bachelor’s degree,16.0,86394.0
United States of America,Master’s degree,15.0,120000.0
United States of America,Less than a Bachelor’s degree,18.0,180000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,56051.0
Turkey,Master’s degree,5.0,29677.0
United States of America,Bachelor’s degree,4.0,115000.0
United States of America,Bachelor’s degree,34.0,144000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,48407.0
Ukraine,Master’s degree,12.0,114000.0
United States of America,Master’s degree,17.0,65000.0
United States of America,Bachelor’s degree,3.0,105000.0
Germany,Master’s degree,3.0,68740.0
Spain,Post grad,4.0,26852.0
United States of America,Bachelor’s degree,2.0,180000.0
United States of America,Post grad,8.0,95400.0
United States of America,Bachelor’s degree,10.0,98000.0
United States of America,Master’s degree,11.0,200000.0
Poland,Master’s degree,10.0,68300.0
Finland,Bachelor’s degree,16.0,80555.0
Brazil,Bachelor’s degree,11.0,29838.0
United States of America,Bachelor’s degree,12.0,190000.0
Italy,Post grad,4.0,38666.0
United States of America,Bachelor’s degree,4.0,128000.0
United States of America,Master’s degree,14.0,128949.0
New Zealand,Bachelor’s degree,3.0,39947.0
Canada,Less than a Bachelor’s degree,34.0,116309.0
Poland,Master’s degree,12.0,61866.0
Sweden,Less than a Bachelor’s degree,11.0,76307.0
United States of America,Bachelor’s degree,10.0,118000.0
Ukraine,Bachelor’s degree,4.0,49200.0
United States of America,Bachelor’s degree,25.0,250000.0
United States of America,Bachelor’s degree,12.0,75000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,146496.0
Canada,Bachelor’s degree,14.0,61062.0
Mexico,Post grad,5.0,16173.0
Turkey,Bachelor’s degree,7.0,55645.0
Poland,Master’s degree,14.0,133631.0
Sweden,Less than a Bachelor’s degree,15.0,59710.0
United States of America,Post grad,5.0,93000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,63694.0
United States of America,Bachelor’s degree,2.0,115000.0
Brazil,Bachelor’s degree,12.0,46995.0
United States of America,Master’s degree,21.0,240000.0
United States of America,Bachelor’s degree,1.0,60000.0
United States of America,Bachelor’s degree,20.0,100000.0
United States of America,Less than a Bachelor’s degree,7.0,103000.0
United States of America,Bachelor’s degree,2.0,180000.0
Turkey,Less than a Bachelor’s degree,13.0,63064.0
United States of America,Bachelor’s degree,8.0,150000.0
United States of America,Bachelor’s degree,9.0,240000.0
Canada,Bachelor’s degree,7.0,72693.0
United States of America,Bachelor’s degree,16.0,130000.0
Canada,Less than a Bachelor’s degree,10.0,66877.0
United States of America,Bachelor’s degree,43.0,98000.0
Poland,Bachelor’s degree,8.0,54442.0
Ukraine,Master’s degree,2.0,14810.0
Russian Federation,Less than a Bachelor’s degree,3.0,33613.0
Portugal,Master’s degree,15.0,39740.0
France,Post grad,15.0,64444.0
Australia,Bachelor’s degree,15.0,112312.0
United States of America,Bachelor’s degree,7.0,140000.0
United States of America,Less than a Bachelor’s degree,35.0,150000.0
United States of America,Less than a Bachelor’s degree,40.0,182000.0
United States of America,Less than a Bachelor’s degree,8.0,68000.0
United States of America,Bachelor’s degree,3.0,70000.0
United States of America,Bachelor’s degree,2.0,70000.0
United States of America,Master’s degree,8.0,30000.0
Germany,Bachelor’s degree,13.0,107406.0
United Kingdom of Great Britain and Northern Ireland,Post grad,8.0,48407.0
Netherlands,Bachelor’s degree,6.0,77332.0
Canada,Less than a Bachelor’s degree,11.0,59608.0
United States of America,Master’s degree,12.0,150000.0
United States of America,Master’s degree,2.0,75000.0
United States of America,Bachelor’s degree,9.0,192000.0
Germany,Less than a Bachelor’s degree,21.0,84851.0
United States of America,Master’s degree,6.0,113000.0
New Zealand,Bachelor’s degree,17.0,147496.0
India,Bachelor’s degree,6.0,120000.0
Japan,Master’s degree,15.0,50915.0
Norway,Bachelor’s degree,5.0,93591.0
United States of America,Bachelor’s degree,2.0,130000.0
Mexico,Bachelor’s degree,11.0,86254.0
United States of America,Bachelor’s degree,10.0,180000.0
Canada,Less than a Bachelor’s degree,8.0,189002.0
Brazil,Bachelor’s degree,5.0,14919.0
Germany,Master’s degree,7.0,78407.0
United States of America,Bachelor’s degree,9.0,129000.0
United States of America,Bachelor’s degree,5.0,150000.0
United States of America,Bachelor’s degree,1.0,180000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,133757.0
Germany,Less than a Bachelor’s degree,15.0,64444.0
United States of America,Bachelor’s degree,12.0,78000.0
United States of America,Bachelor’s degree,10.0,135000.0
Taiwan,Master’s degree,9.0,22700.0
Germany,Less than a Bachelor’s degree,41.0,85925.0
United States of America,Bachelor’s degree,5.0,94420.0
United States of America,Master’s degree,19.0,140000.0
Canada,Less than a Bachelor’s degree,6.0,66877.0
United States of America,Bachelor’s degree,2.0,140000.0
Australia,Bachelor’s degree,5.0,79279.0
India,Bachelor’s degree,7.0,21534.0
United States of America,Master’s degree,6.0,140000.0
Australia,Bachelor’s degree,16.0,99099.0
Romania,Bachelor’s degree,15.0,83598.0
Australia,Bachelor’s degree,18.0,198198.0
Mexico,Bachelor’s degree,10.0,52831.0
United States of America,Bachelor’s degree,24.0,143000.0
United States of America,Bachelor’s degree,4.0,120000.0
Taiwan,Bachelor’s degree,8.0,41694.0
United States of America,Bachelor’s degree,8.0,120000.0
Canada,Bachelor’s degree,12.0,141751.0
Canada,Master’s degree,11.0,109039.0
United States of America,Less than a Bachelor’s degree,6.0,90000.0
New Zealand,Post grad,12.0,77435.0
New Zealand,Bachelor’s degree,9.0,79894.0
United States of America,Master’s degree,3.0,200000.0
United States of America,Bachelor’s degree,25.0,184000.0
Canada,Bachelor’s degree,4.0,49431.0
United States of America,Bachelor’s degree,12.0,145000.0
United States of America,Master’s degree,8.0,170000.0
Canada,Master’s degree,13.0,101770.0
Australia,Less than a Bachelor’s degree,15.0,95796.0
Australia,Master’s degree,20.0,100420.0
Taiwan,Master’s degree,14.0,37061.0
United States of America,Bachelor’s degree,0.5,80000.0
Canada,Master’s degree,10.0,90866.0
Canada,Bachelor’s degree,8.0,72693.0
United States of America,Bachelor’s degree,15.0,170000.0
United States of America,Bachelor’s degree,13.0,151000.0
Ukraine,Less than a Bachelor’s degree,4.0,32400.0
United States of America,Bachelor’s degree,13.0,200000.0
Ukraine,Less than a Bachelor’s degree,2.0,24000.0
United States of America,Bachelor’s degree,14.0,120000.0
Canada,Master’s degree,15.0,181732.0
United States of America,Master’s degree,46.0,150000.0
Romania,Bachelor’s degree,3.0,38839.0
New Zealand,Bachelor’s degree,3.0,55311.0
United States of America,Less than a Bachelor’s degree,0.5,70000.0
India,Bachelor’s degree,6.0,11963.0
South Africa,Less than a Bachelor’s degree,6.0,51656.0
Bangladesh,Bachelor’s degree,4.0,12237.0
United States of America,Less than a Bachelor’s degree,2.0,67000.0
India,Bachelor’s degree,8.0,21534.0
Germany,Bachelor’s degree,2.0,57999.0
United States of America,Bachelor’s degree,11.0,153400.0
Canada,Bachelor’s degree,4.0,73420.0
United States of America,Bachelor’s degree,24.0,140000.0
United States of America,Master’s degree,10.0,159000.0
Australia,Post grad,24.0,95796.0
Australia,Post grad,3.0,71351.0
Germany,Master’s degree,9.0,64444.0
Spain,Master’s degree,14.0,64444.0
Canada,Bachelor’s degree,6.0,105405.0
Russian Federation,Bachelor’s degree,4.0,26331.0
India,Master’s degree,2.0,10169.0
India,Bachelor’s degree,7.0,25434.0
Switzerland,Less than a Bachelor’s degree,8.0,89134.0
Netherlands,Less than a Bachelor’s degree,6.0,102036.0
Finland,Master’s degree,17.0,59073.0
Germany,Less than a Bachelor’s degree,9.0,75184.0
Australia,Bachelor’s degree,10.0,85886.0
India,Bachelor’s degree,12.0,47854.0
India,Bachelor’s degree,4.0,17945.0
France,Master’s degree,14.0,51555.0
Germany,Master’s degree,12.0,91295.0
United States of America,Less than a Bachelor’s degree,10.0,100000.0
Germany,Master’s degree,4.0,63573.0
Czech Republic,Master’s degree,12.0,52122.0
Ukraine,Bachelor’s degree,20.0,118483.0
Finland,Bachelor’s degree,12.0,64444.0
Italy,Master’s degree,4.0,37592.0
Ukraine,Master’s degree,11.0,100800.0
Italy,Master’s degree,9.0,47259.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,5.0,57325.0
Greece,Less than a Bachelor’s degree,8.0,34370.0
India,Bachelor’s degree,9.0,39479.0
Germany,Master’s degree,5.0,59073.0
Poland,Master’s degree,21.0,111359.0
Belgium,Bachelor’s degree,5.0,69814.0
India,Bachelor’s degree,4.0,10169.0
Italy,Less than a Bachelor’s degree,2.0,24703.0
Germany,Master’s degree,7.0,69814.0
Switzerland,Post grad,21.0,189409.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,8.0,63694.0
Australia,Bachelor’s degree,2.0,39640.0
Germany,Master’s degree,13.0,75184.0
Japan,Post grad,25.0,63644.0
Sweden,Post grad,5.0,80123.0
Netherlands,Bachelor’s degree,9.0,59073.0
Greece,Master’s degree,5.0,42425.0
Ukraine,Bachelor’s degree,3.0,43822.0
Switzerland,Bachelor’s degree,4.0,89134.0
Romania,Master’s degree,3.0,19420.0
Ukraine,Bachelor’s degree,7.0,44431.0
India,Master’s degree,3.0,14954.0
Poland,Master’s degree,4.0,46452.0
Taiwan,Master’s degree,4.0,37061.0
Germany,Master’s degree,7.0,77332.0
Ukraine,Bachelor’s degree,6.0,35545.0
Romania,Master’s degree,3.0,25893.0
France,Bachelor’s degree,2.0,40814.0
Germany,Less than a Bachelor’s degree,6.0,55851.0
Sweden,Bachelor’s degree,6.0,62000.0
Greece,Master’s degree,5.0,44037.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,118471.0
Ukraine,Master’s degree,4.0,24000.0
Italy,Less than a Bachelor’s degree,9.0,44037.0
France,Master’s degree,6.0,59073.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,76433.0
Switzerland,Post grad,5.0,102504.0
Germany,Post grad,25.0,91295.0
United States of America,Bachelor’s degree,11.0,160000.0
Greece,Less than a Bachelor’s degree,2.0,26852.0
India,Bachelor’s degree,3.0,11963.0
Germany,Bachelor’s degree,25.0,193331.0
France,Less than a Bachelor’s degree,3.0,33296.0
Czech Republic,Master’s degree,12.0,33445.0
Germany,Less than a Bachelor’s degree,6.0,39740.0
Switzerland,Post grad,17.0,155984.0
Norway,Bachelor’s degree,3.0,65514.0
Poland,Master’s degree,12.0,79189.0
France,Post grad,18.0,48333.0
